,feature,rmse_median_SANS,rmse_25perc_SANS,rmse_75perc_SANS,r2_median_SANS,r2_25perc_SANS,r2_75perc_SANS,r_median_SANS,r_25perc_SANS,r_75perc_SANS
0,Activity,5.309000055609508,5.11941851575369,5.57315024374233,-0.06721747724807026,-0.12816735080738112,-0.011017784421325505,-0.014060056030603903,-0.08026781507376357,0.0826744941839438
1,Alpha,5.230038773353032,5.026631727569458,5.380823361971824,-0.022293234437241738,-0.06667385759034089,0.02695519271710592,0.08930743284771296,0.011423378469730638,0.18302769434652638
2,alphaPh_betaAmp,5.1755324017643085,5.000105441543932,5.328117473248152,0.010237364331026788,-0.042872894022465746,0.03758775080364943,0.13353101473459744,0.01001751032463856,0.20854762746857042
3,alphaPh_gammaAmp,5.144952341732283,4.953474122550972,5.327143167613598,0.010733471541850115,-0.030528520952697313,0.03575362695740075,0.13325445293709015,0.02894733631411902,0.20407094285358182
4,amp_env_meanAlpha,5.294466933015305,5.094850208178663,5.508925432653336,-0.05910379655630715,-0.10950432631985535,-0.013276078031277339,0.051719494386865975,-0.048016560727259905,0.1216705976406213
5,amp_env_meanBeta,5.498749042203083,5.340708381212163,5.764816061822081,-0.1463779249737831,-0.18724247849235748,-0.09727530783545191,-0.13684382109039325,-0.21293199042972005,-0.08416560254243684
6,amp_env_meanDelta,5.257799973043788,5.074014532098526,5.583126332315034,-0.05426769539608378,-0.10664157989441864,-0.006323602518460314,0.01573863161636653,-0.05453269234789357,0.10846830679836801
7,amp_env_meanGamma,5.408137554153274,5.103589300472059,5.539525392607356,-0.06380471792245179,-0.10955449660488847,-0.02636350099919743,-0.013914320379861692,-0.06691020322916925,0.0525329168454526
8,amp_env_meanTheta,5.3237086319928775,5.101512411871335,5.500188462749799,-0.06929161760042668,-0.10920912589575849,-0.018862796789413994,0.05154522539542565,-0.04077509810139615,0.10589196898618973
9,amp_env_stdAlpha,5.238402220558905,5.083900719368703,5.527363917826376,-0.047308379191469685,-0.10652622330566108,-0.011043189689917188,0.04648057978687066,-0.0346510381832675,0.12406762968057045
10,amp_env_stdBeta,5.461813427716398,5.285562912327107,5.686796350297653,-0.12028173568427014,-0.15572862938071558,-0.08346774325152267,-0.0983949335110264,-0.15368500015137107,-0.03978776497041806
11,amp_env_stdDelta,5.23769690244631,5.092081018768473,5.531109895983043,-0.046682046591896564,-0.10352404524230485,0.0018707674600855206,0.03241986835714381,-0.031316409048945476,0.11012217180819611
12,amp_env_stdGamma,5.368165718526566,5.11042046514465,5.550507448202023,-0.06807039227484768,-0.10946237539242448,-0.023129149486812384,-0.026405986602424256,-0.1038674604688037,0.05136816179645733
13,amp_env_stdTheta,5.306005548058966,5.051190758308779,5.570161906097841,-0.04674478005647087,-0.10509808880718519,-0.004782378380350727,0.07021358481333415,-0.018543683581243805,0.13383236336601112
14,amp_kurtAlpha,5.27607671912382,5.097242171654826,5.387114154820605,-0.03313254827867207,-0.06995079798560766,0.008051630932878584,0.07745179439778659,-0.006715246246731343,0.14873994203207758
15,amp_kurtBeta,5.2740294279557975,5.1012352680066435,5.492783237643256,-0.04573735112344468,-0.0894150678393894,-0.013032210259258825,-0.03178671790030863,-0.13520399110960496,0.05927065771226228
16,amp_kurtDelta,5.330875945349124,5.091367820179343,5.544474688964788,-0.04975433825651465,-0.07019344788230386,-0.031885384583321796,-0.049398729779533954,-0.12941596221583634,0.0023920556851166723
17,amp_kurtGamma,5.431338159879349,5.177665921822877,5.617990912169946,-0.08778366203596888,-0.14712845924546142,-0.051134636146151324,-0.16987022120066836,-0.22313659649277162,-0.05754518210495574
18,amp_kurtTheta,5.1955312157631575,5.0443022030514735,5.465407658619034,-0.03543588185393576,-0.07645517101542404,0.01670057915746151,0.05750840298850719,-0.05255053072834087,0.14991313948908658
19,amp_skewAlpha,5.185867478842383,4.9939928054329945,5.413332025604669,-0.015687481966420336,-0.050197725465519205,0.023590442762347286,0.07726161244230574,0.036973120657341055,0.1772906573976887
20,amp_skewBeta,5.299413437246688,5.088444936403732,5.535093839409302,-0.052212576647670095,-0.0914371063136375,-0.019456414061171823,-0.050211022086638704,-0.12329254914542292,0.05133275804095169
21,amp_skewDelta,5.188368605560086,5.051993784716574,5.385054520228095,-0.019877042300500358,-0.044816223833475666,0.008409747277186935,0.03342116014695412,-0.04138594681327644,0.12470978038981473
22,amp_skewGamma,5.309041765417481,5.098520988364804,5.466911720640777,-0.03769760169233938,-0.06986019843529495,-0.014781935111035094,-0.006923551690661807,-0.15217569266324726,0.05144206610351795
23,amp_skewTheta,5.079602861168255,4.850930545622764,5.276926565834389,0.031058189302332395,0.0003391270038655414,0.06782119108456922,0.2040573390432699,0.12989276223145085,0.27070793767233137
24,amp_total_powAlpha,5.2945121805640705,5.094850208178663,5.508925432653335,-0.05910379655630715,-0.10950432631985535,-0.013276078031277505,0.05171949438686598,-0.04801656072725989,0.12167059764062127
25,amp_total_powBeta,5.498756273605316,5.34076515756144,5.765629692639305,-0.14654338240766185,-0.18705059864773466,-0.09662466703167022,-0.13653106241656193,-0.2110370147503838,-0.08416560254243678
26,amp_total_powDelta,5.253393410850908,5.080603249233179,5.5699378019382575,-0.056184464014829905,-0.10304889801122102,-0.005229079550950366,0.021614161390849113,-0.05488505899488551,0.11249351139621533
27,amp_total_powGamma,5.408137554153274,5.103589300472059,5.539525392607356,-0.06380471792245179,-0.1095607409086849,-0.02636350099919743,-0.013914320379861692,-0.06691020322916924,0.05253291684545272
28,amp_total_powTheta,5.323267793201055,5.102528748334101,5.501951951458485,-0.0686309360718853,-0.10927340173250227,-0.01957072815636296,0.050687879800412255,-0.04025399953372542,0.10502592568200349
29,approxEnt,5.360148658250967,5.137962399702591,5.57653333502719,-0.069184823212466,-0.13692663029111757,-0.020579060643469704,-0.027913261537863596,-0.12408794203343074,0.06380360704736003
30,Beta,5.455900437670707,5.287563292724477,5.622518706352522,-0.11961125532352257,-0.18296923210473165,-0.07564793532241382,-0.12082796917845359,-0.19997035734585766,-0.054588173281945575
31,betaPh_gammaAmp,5.252443227972659,5.006203104258814,5.490413729120196,-0.024098255203791275,-0.06455223817825195,0.012843125751715478,0.041294637146208846,-0.08652919019605465,0.13089749184320887
32,Complexity,5.52076456060123,5.298541940230529,5.632390377480926,-0.1278083599045844,-0.1939125293918461,-0.07462418378124536,-0.15617725150716855,-0.23516277000417027,-0.06864616802550104
33,CorDim,5.217136677280733,5.063635770101445,5.403186530428498,-0.01052018380116404,-0.055141219016662135,0.013397783455493695,0.07903352157967025,-0.0542265604851634,0.13228948536483173
34,Delta,5.46923011541845,5.174936912139996,5.607435521996736,-0.08294163929795628,-0.1398173118223629,-0.046670898381592385,-0.07628766943172727,-0.19979476986837286,0.01136426715046043
35,deltaPh_alphaAmp,5.262007565755841,5.050788882444384,5.464724772617684,-0.034127135708051703,-0.07640498547487967,-0.00315768185847759,0.0325620605503044,-0.07538821216146187,0.09650664233146877
36,deltaPh_betaAmp,5.201366574519548,5.03780911656722,5.444322403472851,-0.026510997367632183,-0.05776189161844558,-0.0015128855800672913,0.0697898345118319,-0.022779650692173654,0.1142691384998929
37,deltaPh_gammaAmp,5.324782945337623,5.199313719350307,5.512726318202063,-0.06772117905111352,-0.10853746713120838,-0.03855137996678182,-0.0895892991890395,-0.1758448154101687,-0.011658880890140203
38,DFA_exp_alpha,5.425622362002787,5.221323868974872,5.6064004141445904,-0.09536459903065098,-0.13798533020831044,-0.0481529146255355,-0.025999220074826693,-0.11398477332904822,0.026551080436153233
39,DFA_exp_beta,5.280299882645696,5.140227991070399,5.501291938031597,-0.07435949237888861,-0.11480172009172596,0.005167511489181459,0.0259733010698691,-0.04179940235560905,0.13714702251270994
40,DFA_exp_delta,5.268611181222941,5.112960829181733,5.478723496356979,-0.04596237251270119,-0.09002832172567915,-0.015295473551785899,-0.06857357923164757,-0.1599866693872511,0.022510582986957878
41,DFA_exp_gamma,5.508184324428649,5.254590296448669,5.697008498469172,-0.13368102310851937,-0.21375627019869864,-0.06472550864055843,-0.11827827659925289,-0.19344865990272367,-0.007319131293132662
42,DFA_exp_theta,5.409915112202176,5.135189673008007,5.631652613628381,-0.09242637857054337,-0.12483182297371109,-0.050021150123514935,-0.12328139335237306,-0.22613362203482965,-0.044121849677653285
43,el_dtf_betw_alpha,5.187797754437309,5.0047696018455845,5.298683253260899,-0.009920863918180589,-0.03665053365256132,0.020139576213569432,0.0651892680826987,0.009333888259440242,0.15209248940359615
44,el_dtf_betw_beta,5.226641949522495,5.02871588504672,5.388458012837367,-0.013859743129626567,-0.04982656998530427,0.009020170810602357,0.0549674658488937,-0.011536804027619354,0.12391517407303697
45,el_dtf_betw_delta,5.238142235240072,5.075963525173356,5.37730047006396,-0.020528495302656213,-0.043344797173220095,0.0006806051442453387,0.024121302219038854,-0.03541064294893293,0.09118357823795609
46,el_dtf_betw_gamma,5.213269996103259,5.007385989283393,5.300084900281406,-0.001784007326479653,-0.03608645798140325,0.02897028442866037,0.09889233241424057,0.015629555839687184,0.1794748465807228
47,el_dtf_betw_theta,5.247420147058088,5.126536281106173,5.3766803093540645,-0.03990259544209074,-0.06189945971909666,-0.00843782233367213,-0.04007717699820802,-0.08505225429852623,0.06708141190759632
48,el_dtf_clus_alpha,5.082323079401522,4.953162273251404,5.225250938967049,0.03283704560773454,-0.0002670077698608553,0.05241857133531469,0.19705951333057975,0.11221974097018064,0.2390024032934499
49,el_dtf_clus_beta,5.100093523129025,4.942957336399143,5.265192543676877,0.016212467758929316,-0.010703001213529906,0.04225279666484899,0.16742500659202297,0.08950352326893615,0.21885220644645326
50,el_dtf_clus_delta,5.178490401052944,5.01545328991786,5.341934597864719,-0.01136331338805563,-0.04505889553424475,0.026889828603782445,0.07461002902487573,0.009706077387297818,0.18340965942440554
51,el_dtf_clus_gamma,5.102963201079682,4.917700382568727,5.220071095954032,0.024981018932599852,-0.002034658544989465,0.05722101621791381,0.17124521637661896,0.12213485878325464,0.25673511370868285
52,el_dtf_clus_theta,5.132754638548372,4.975873112036734,5.318925173828762,0.011344940113290125,-0.0364748093792972,0.036481637042330095,0.13116013207439142,0.05107101003181509,0.20549957296151772
53,el_dtf_str_alpha,5.3134122678358935,5.092544972176197,5.4920981763149035,-0.0440166505213444,-0.09586534609274228,0.02032733314258156,0.10178745046733954,0.016429041192913163,0.1885726327249675
54,el_dtf_str_beta,5.249419968036239,5.037444432470376,5.43358535245388,-0.026438422767618652,-0.07558629320346055,0.018328286557361656,0.1275030107333957,0.047672090713105755,0.18080830860470232
