,feature,rmse_median_SAPS,rmse_25perc_SAPS,rmse_75perc_SAPS,r2_median_SAPS,r2_25perc_SAPS,r2_75perc_SAPS,r_median_SAPS,r_25perc_SAPS,r_75perc_SAPS
67,el_icoh_clus_theta,3.3708557853068672,3.236630760720215,3.4815686059571798,-0.13974881314423304,-0.19132639702121723,-0.09654883972536338,-0.16384835967359676,-0.22216274397507363,-0.09861202109825291
68,el_icoh_str_alpha,3.2684793447929037,3.131648604223081,3.3499607361157,-0.06569074309191969,-0.11080416091385253,-0.03073916090213913,-0.05842386475557791,-0.1592093204974108,0.024275648702114374
69,el_icoh_str_beta,3.2362771676979722,3.0920366334082243,3.3277513125791716,-0.040034351896103826,-0.08663076806971898,0.00010311408175439629,0.04015576847077739,-0.05243086816681788,0.09760987971830584
70,el_icoh_str_delta,3.2377744850220953,3.1183421883754088,3.349117278117024,-0.06290920631418706,-0.10068912821779585,-0.019145873919120815,-0.031350559760199105,-0.13974514330468746,0.04384915950014824
71,el_icoh_str_gamma,3.2243288847512375,3.0872953816284268,3.319392683476672,-0.053047500250657964,-0.09642252565488435,0.008173661197603432,0.03484523363859227,-0.045635760267267,0.14403823215703532
72,el_icoh_str_theta,3.356229898781165,3.2462489241733357,3.471623098856882,-0.13543719459898818,-0.19351706815339703,-0.09307721124789314,-0.1901662541994593,-0.2491540491273623,-0.1392588362238869
73,el_plv_betw_alpha,3.1608685121059312,3.0754620110204467,3.251950073090837,-0.019892418086054353,-0.03667933851609084,0.012523633976579823,0.0263094724009144,-0.03495199537750625,0.13048980263005178
74,el_plv_betw_beta,3.273711922574228,3.1545136676719006,3.3364723525019944,-0.06885122058119619,-0.10229193182982771,-0.03561699950495545,-0.1466019701737175,-0.21773467163576424,-0.05911259087954018
75,el_plv_betw_delta,3.247899972679504,3.144878948189552,3.3531735806803766,-0.066713153987629,-0.10136567951868819,-0.050733987758639965,-0.1309462521518155,-0.2150604997378292,-0.08480777010866852
76,el_plv_betw_gamma,3.1904270776462775,3.068627972904616,3.2939454702899957,-0.02631012056643467,-0.07680043113584323,0.0010413191654531362,0.03659458438574964,-0.08508230340393169,0.10107648308968524
77,el_plv_betw_theta,3.1616424431527173,3.0814512067905886,3.2512268684794776,-0.013343602545550004,-0.032583018428359145,0.0105913051829723,0.03355098042347753,-0.03990548257031599,0.10938651254856374
78,el_plv_clus_alpha,3.142948008190767,3.048562788585924,3.228555369178898,0.018127308756889726,-0.038135080477701255,0.048510785488222935,0.18859108739152308,0.09250501967770303,0.23863174119604336
79,el_plv_clus_beta,3.3355619233607614,3.2210027244160644,3.4278944707272654,-0.11178937127568112,-0.152011596416687,-0.07220829923027988,-0.17613739829121416,-0.22647787113755793,-0.07904414898784333
80,el_plv_clus_delta,3.1901420121177413,3.0418796049503203,3.2846794630589535,-0.0032492779737460786,-0.07057275827360293,0.026746971374693923,0.13986251429562058,0.037669587415154276,0.1831095916933719
81,el_plv_clus_gamma,3.2801937088077304,3.13003955132477,3.4088605385852957,-0.08520373097760559,-0.11519268158889123,-0.052756308888115944,-0.07867775604819896,-0.15168587727245306,-0.026259353111313145
82,el_plv_clus_theta,3.2137653306091116,3.1491840155778146,3.344340141282748,-0.05409103181626507,-0.105908748335799,-0.020590435998135315,0.00575085532668604,-0.06753420384060832,0.07995699369516743
83,el_plv_str_alpha,3.162945570209798,3.0715741747815493,3.237792970303323,0.0007296715566899592,-0.06475649946225781,0.03760612231109173,0.12035145709499451,-0.0013157712490334903,0.2053652969727963
84,el_plv_str_beta,3.2853686991614452,3.191841839683447,3.393874151067679,-0.09688882632594809,-0.13555013624891032,-0.05874480083298056,-0.16730198383027473,-0.23815012510382413,-0.07556944783176801
85,el_plv_str_delta,3.1499046417525,3.0088647969139743,3.2694233891115276,0.0009875931796607396,-0.04994411583303504,0.0404486487045044,0.1382652585437838,0.04852291415788388,0.2131759438187474
86,el_plv_str_gamma,3.246623465572397,3.1254666923887817,3.380181996070756,-0.0731134486822298,-0.1104842229164007,-0.037247493015155175,-0.07051987300954919,-0.12494028248613734,0.02986882928595709
87,el_plv_str_theta,3.2485245031018435,3.154359486992462,3.3177710501641458,-0.059125506635472,-0.11711549216261685,-0.023222902725499983,-0.055675035367108466,-0.12930861265714674,0.02651789709600378
88,Gamma,3.188712964968744,3.0408698947345765,3.31828617374135,-0.01636489548256259,-0.07268403264056666,0.022016958935486358,0.13382016556636106,0.03445700723954875,0.18359930093488905
89,HE,3.264520242657823,3.153870972111011,3.3575481235515388,-0.07078387809205955,-0.10657032229290347,-0.05089895790443033,-0.06575394505100507,-0.14687737731781111,-0.010229313343143994
90,HFD_Alpha,3.1281889512131924,3.029704773876542,3.254460138166385,-0.016237149001287587,-0.06697534313178155,0.06950989871506519,0.21939878519990003,0.14226498274367155,0.2966052921160711
91,HFD_Beta,3.2677813181608952,3.165379066273708,3.409609722347468,-0.10035826528732972,-0.1298840580186284,-0.06210481239046273,-0.08136869660306992,-0.1548344878747704,-0.011145509675122537
92,HFD_Delta,3.207285403203013,3.1096243404665986,3.3363384143509225,-0.03703200036383825,-0.0850290771191547,-0.003174047575485228,0.005239896416777155,-0.08162025727848778,0.09874948667102022
93,HFD_Gamma,3.1627895194337983,3.072882495971534,3.346263143513269,-0.03216176095996681,-0.08471031381879607,0.02625998862595333,0.10322236447176153,0.01193757067682245,0.19076111487092817
94,HFD_Theta,3.278720673886098,3.1800305239422775,3.3773172426549225,-0.07421515304019555,-0.12802495041845002,-0.021632708447609117,-0.01988133089022219,-0.07339200538447654,0.0672716439874165
95,INSTalpha_betwcentr,3.220456713125223,3.119484343603583,3.3426859726809095,-0.05414713136403415,-0.08051223692513815,-0.024617380737662564,-0.10104219685150112,-0.19111175342941683,-0.015261549766511194
96,INSTalpha_clusteringcoefficient,3.1106717000597124,3.0351404956316177,3.2591172137661744,0.014089073683182796,-0.04131003845879416,0.054823440348235025,0.19609081942484183,0.0928778152285506,0.2522215276069788
97,INSTalpha_nodestrength,3.1613717221283535,3.078178214098658,3.294735675558783,-0.02295227767931307,-0.054229455845103025,0.02743726371285607,0.09418932034875513,-0.002010375016014026,0.1745159647570893
98,INSTbeta_betwcentr,3.1198845380761004,3.0176714705521697,3.247716881517183,0.0056803184388504735,-0.022058009156904257,0.02785383066199082,0.10267761331251607,0.03169077564595359,0.1732921582699875
99,INSTbeta_clusteringcoefficient,3.176049031712153,2.98428709342336,3.3127585457851443,0.0016674147303062936,-0.06577974555935956,0.04838367237126062,0.15073265139635442,0.05868323609169346,0.22470236363435253
100,INSTbeta_nodestrength,3.184024517295975,3.0566658392757944,3.3005789603306295,-0.02309039567301152,-0.08425936879371393,0.020382367301615106,0.05795056940916423,-0.048656534233674886,0.1517706893338597
101,INSTdelta_betwcentr,3.162712147636762,3.059673454679249,3.261205171108778,-0.014006858568015534,-0.042507532470502984,0.008191585360793868,0.03666344867034321,-0.05406852467412157,0.11988593034412869
102,INSTdelta_clusteringcoefficient,3.200559433661029,3.0499722792632475,3.2863417859999093,-0.037199418284310615,-0.06639257642598051,0.010344005925208677,0.08922792650098471,0.009610296918707243,0.15414064680428552
103,INSTdelta_nodestrength,3.222766282975288,3.07216269781783,3.3008595746886646,-0.033788070653128055,-0.07847543127049633,-0.0030778328922933806,0.0673512697466035,-0.020284574059469963,0.10998821474634234
104,INSTgamma_betwcentr,3.0902499801367362,3.006755542341217,3.1756420321580587,0.028297703297068322,0.011597003638598141,0.04886808903509049,0.17576729752775133,0.13075029955266748,0.23851080181757717
105,INSTgamma_clusteringcoefficient,3.1521301664685275,3.022614817317004,3.2478284343381754,0.01304287428391887,-0.05545914778086414,0.06618070089304637,0.1761480230284766,0.09126432890860242,0.26114178968131363
106,INSTgamma_nodestrength,3.0804565932721566,2.9674899916584203,3.174683257364664,0.04703689675128603,-0.007340579152902704,0.09759589057896415,0.22617601948802607,0.13622296862467992,0.3253307898612817
107,INSTtheta_betwcentr,3.1368560471220532,3.0241936108054124,3.2081249272286296,0.012113010681890968,-0.016131998888817778,0.035723157869212624,0.12722750320098108,0.023417847273573097,0.19838114676229482
108,INSTtheta_clusteringcoefficient,3.1673478998210847,3.058096158193413,3.2758057389642983,-0.0235838012374191,-0.05506664008141399,0.021805663855588353,0.08511994997546124,0.007068152491337215,0.16907537349743693
109,INSTtheta_nodestrength,3.2453565008842995,3.146670498005067,3.318045570454414,-0.05912368927173206,-0.10289054935775543,-0.03114426095410694,-0.0012676298611939453,-0.07150090305823435,0.05573197179465619
110,KFD_Alpha,3.161477163615516,3.051535191097344,3.277432607968261,-0.0199433231704087,-0.07437961592777614,0.03311125680961077,0.11431538640834002,0.05254079542435632,0.21003517940498262
111,KFD_Beta,3.2131927543152035,3.1155659732605407,3.310613043067426,-0.04497948416839814,-0.07485691021532637,-0.016632594631575737,0.04903690204829217,-0.007598441255555161,0.09035043372850238
112,KFD_Delta,3.241460071501578,3.1345949287350425,3.344439730369563,-0.051114183702958615,-0.11660865245292507,-0.019223810794399998,0.022042601223031612,-0.0506473154530008,0.07195101201073827
113,KFD_Gamma,3.1777413296378136,3.0370771739452835,3.29706236217151,-0.021389558165945788,-0.07670040014588364,0.03252539059711959,0.11384916057229573,0.038348755458391906,0.21126114814238636
114,KFD_Theta,3.295647663540729,3.204663818678387,3.4500264191783536,-0.09776109818328704,-0.14549591448196691,-0.06209575706371834,-0.06075806612027067,-0.1512104269900266,0.017551651460770576
115,LCOHalpha_betwcentr,3.2584808828874294,3.1567339858702543,3.395176432550531,-0.08130648899835091,-0.11699309283446696,-0.04403074259789447,-0.16396941217906075,-0.25216639082937986,-0.06713812574757033
116,LCOHalpha_clusteringcoefficient,3.2409336346692226,3.1025884851339893,3.356435315626348,-0.04445604036190287,-0.13539555369691847,-0.003706277699707383,0.07303028375006836,0.01196922476153362,0.14486592496651962
117,LCOHalpha_nodestrength,3.204957148475126,3.0476837185883956,3.281042407039552,-0.01359846253406971,-0.0923294703637787,0.029613289188168385,0.10474010963307522,0.021389480424400246,0.1905876734647529
118,LCOHbeta_betwcentr,3.190805901212735,3.108373974979509,3.31799576045464,-0.03527063768618577,-0.06320063722760327,-0.009263451220291208,-0.027580402150749528,-0.13412004191740343,0.04501775087775555
119,LCOHbeta_clusteringcoefficient,3.2867094813141744,3.1750064578664574,3.4004123476771118,-0.09253593746889377,-0.15567576210947814,-0.04518367742618706,-0.07067338149586701,-0.16966502349776558,0.008480114896342754
120,LCOHbeta_nodestrength,3.248161336903703,3.1491738634731066,3.341951603111087,-0.0706741513661141,-0.11781314439950247,-0.028625826312527858,-0.052431730207693775,-0.13254447443780618,0.02779516935974738
121,LCOHdelta_betwcentr,3.12894710597699,3.0316893997604843,3.2353500021889596,0.007300052987560923,-0.02946220432767499,0.031737851169331116,0.10768569771385336,-0.004592703352986505,0.18465412916551022
122,LCOHdelta_clusteringcoefficient,3.296678434057001,3.1854273321186186,3.407718710228324,-0.10218568240252934,-0.1454727147522819,-0.044493613472728344,-0.11240233759612925,-0.19999990099077639,-0.012723499404987026
123,LCOHdelta_nodestrength,3.2988017420704185,3.1607902691151915,3.396533032162089,-0.10181399124231216,-0.13224529157079412,-0.04376708842012422,-0.1259674124487534,-0.1891535044983743,-0.028583197194301253
124,LCOHgamma_betwcentr,3.2555192814475857,3.1038229278100506,3.3646471235282496,-0.061974922067739024,-0.09477527485045167,-0.03249110653327891,-0.08971508920913884,-0.16180724306570438,-0.0037141374958293847
125,LCOHgamma_clusteringcoefficient,3.3393776417872,3.2229897591321635,3.5292671477976905,-0.14254222915246761,-0.20498021554625673,-0.09438729687080266,-0.10604861016011687,-0.15534413137926523,-0.012093133914334267
126,LCOHgamma_nodestrength,3.3175931861127417,3.1962295972896997,3.4323604338432996,-0.11817892413127207,-0.15655219838856516,-0.06309568441567798,-0.05688029579225976,-0.12260001784604167,0.011799554584164158
127,LCOHtheta_betwcentr,3.201653903919241,3.0962322509984785,3.260059817412005,-0.02572336706927203,-0.0569181551862557,-0.008335587854686466,-0.007567444670849434,-0.08491114355950885,0.06394920707408772
128,LCOHtheta_clusteringcoefficient,3.1919134539596454,3.1142169295913535,3.3214555912592396,-0.034363566217940456,-0.08957966101195736,0.011606954061554903,0.06148323592727289,-0.009004594374049733,0.14382934117220555
129,LCOHtheta_nodestrength,3.208333352847557,3.111299130862229,3.3029541343824977,-0.03567125691213047,-0.07406763908701508,0.0033289408554840194,0.03400398239795894,-0.039202578012156104,0.11823028574434555
130,LPSalpha_betwcentr,3.2040773739059336,3.1180660870395895,3.347709236681558,-0.0368936249734213,-0.07736806945801061,-0.020561100828662526,-0.07677002128659526,-0.1602615371845759,0.012937984993634792
